DateHuman,price,dateUnix
2022-09-27 10:30:29,1383.0311,1664267429
2022-09-27 10:30:30,1383.0311,1664267430
2022-09-27 10:30:31,1383.0311,1664267431
2022-09-27 10:30:32,1383.0311,1664267432
2022-09-27 10:30:33,1383.0311,1664267433
2022-09-27 10:30:34,1383.0311,1664267434
2022-09-27 10:30:35,1383.0311,1664267435
2022-09-27 10:30:36,1383.0311,1664267436
2022-09-27 10:30:37,1383.0311,1664267437
2022-09-27 10:30:38,1383.0311,1664267438
2022-09-27 10:30:39,1383.0311,1664267439
2022-09-27 10:30:40,1383.0311,1664267440
2022-09-27 10:30:41,1383.0311,1664267441
2022-09-27 10:30:42,1383.0311,1664267442
2022-09-27 10:30:43,1383.0311,1664267443
2022-09-27 10:30:44,1383.0311,1664267444
2022-09-27 10:30:45,1383.0311,1664267445
2022-09-27 10:30:46,1383.0311,1664267446
2022-09-27 10:30:47,1383.0311,1664267447
2022-09-27 10:30:48,1383.0311,1664267448
2022-09-27 10:30:49,1383.0311,1664267449
2022-09-27 10:30:50,1383.0311,1664267450
2022-09-27 10:30:51,1383.0311,1664267451
2022-09-27 10:30:52,1383.0311,1664267452
2022-09-27 10:30:53,1383.0311,1664267453
2022-09-27 10:30:54,1383.0311,1664267454
2022-09-27 10:30:55,1383.0311,1664267455
2022-09-27 10:30:56,1383.0311,1664267456
2022-09-27 10:30:57,1383.0311,1664267457
2022-09-27 10:30:58,1383.0311,1664267458
2022-09-27 10:30:59,1383.0311,1664267459
2022-09-27 10:31:00,1383.0311,1664267460
2022-09-27 10:31:01,1383.0311,1664267461
2022-09-27 10:31:02,1383.0311,1664267462
2022-09-27 10:31:03,1383.0311,1664267463
2022-09-27 10:31:04,1383.0311,1664267464
2022-09-27 10:31:05,1383.0311,1664267465
2022-09-27 10:31:06,1383.0311,1664267466
2022-09-27 10:31:07,1383.0311,1664267467
2022-09-27 10:31:08,1383.0311,1664267468
2022-09-27 10:31:09,1383.0311,1664267469
2022-09-27 10:31:10,1383.0311,1664267470
2022-09-27 10:31:11,1383.0311,1664267471
2022-09-27 10:31:12,1383.0311,1664267472
2022-09-27 10:31:13,1383.0311,1664267473
2022-09-27 10:31:14,1383.0311,1664267474
2022-09-27 10:31:15,1383.0311,1664267475
2022-09-27 10:31:16,1383.0311,1664267476
2022-09-27 10:31:17,1383.0311,1664267477
2022-09-27 10:31:18,1383.0311,1664267478
2022-09-27 10:31:19,1383.0311,1664267479
2022-09-27 10:31:20,1383.0311,1664267480
2022-09-27 10:31:21,1383.0311,1664267481
2022-09-27 10:31:22,1383.0311,1664267482
2022-09-27 10:31:23,1383.0311,1664267483
2022-09-27 10:31:24,1383.0311,1664267484
2022-09-27 10:31:25,1383.0311,1664267485
2022-09-27 10:31:26,1383.0311,1664267486
2022-09-27 10:31:27,1383.0311,1664267487
2022-09-27 10:31:28,1383.0311,1664267488
2022-09-27 10:31:29,1383.0311,1664267489
2022-09-27 10:31:30,1383.0311,1664267490
2022-09-27 10:31:31,1383.0311,1664267491
2022-09-27 10:31:32,1383.0311,1664267492
2022-09-27 10:31:33,1383.0311,1664267493
2022-09-27 10:31:34,1383.0311,1664267494
2022-09-27 10:31:35,1383.0311,1664267495
2022-09-27 10:31:36,1383.0311,1664267496
2022-09-27 10:31:37,1383.0311,1664267497
2022-09-27 10:31:38,1383.0311,1664267498
2022-09-27 10:31:39,1383.0311,1664267499
2022-09-27 10:31:40,1383.0311,1664267500
2022-09-27 10:31:41,1383.0311,1664267501
2022-09-27 10:31:42,1383.0311,1664267502
2022-09-27 10:31:43,1383.0311,1664267503
2022-09-27 10:31:44,1383.0311,1664267504
2022-09-27 10:31:45,1383.0311,1664267505
2022-09-27 10:31:46,1383.0311,1664267506
2022-09-27 10:31:47,1383.0311,1664267507
2022-09-27 10:31:48,1383.0311,1664267508
2022-09-27 10:31:49,1383.0311,1664267509
2022-09-27 10:31:50,1383.0311,1664267510
2022-09-27 10:31:51,1383.0311,1664267511
2022-09-27 10:31:52,1383.0311,1664267512
2022-09-27 10:31:53,1383.0311,1664267513
2022-09-27 10:31:54,1383.0311,1664267514
2022-09-27 10:31:55,1383.0311,1664267515
2022-09-27 10:31:56,1383.0311,1664267516
2022-09-27 10:31:57,1383.0311,1664267517
2022-09-27 10:31:58,1383.0311,1664267518
2022-09-27 10:31:59,1383.0311,1664267519
2022-09-27 10:32:00,1383.0311,1664267520
2022-09-27 10:32:01,1383.0311,1664267521
2022-09-27 10:32:02,1383.0311,1664267522
2022-09-27 10:32:03,1383.0311,1664267523
2022-09-27 10:32:04,1383.0311,1664267524
2022-09-27 10:32:05,1383.0311,1664267525
2022-09-27 10:32:06,1383.0311,1664267526
2022-09-27 10:32:07,1383.0311,1664267527
2022-09-27 10:32:08,1383.0311,1664267528
2022-09-27 10:32:09,1383.0311,1664267529
2022-09-27 10:32:10,1383.0311,1664267530
2022-09-27 10:32:11,1383.0311,1664267531
2022-09-27 10:32:12,1383.0311,1664267532
2022-09-27 10:32:13,1383.0311,1664267533
2022-09-27 10:32:14,1383.0311,1664267534
2022-09-27 10:32:15,1383.0311,1664267535
2022-09-27 10:32:16,1383.0311,1664267536
2022-09-27 10:32:17,1383.0311,1664267537
2022-09-27 10:32:18,1383.0311,1664267538
2022-09-27 10:32:19,1383.0311,1664267539
2022-09-27 10:32:20,1383.0311,1664267540
2022-09-27 10:32:21,1383.0311,1664267541
2022-09-27 10:32:22,1383.0311,1664267542
2022-09-27 10:32:23,1383.0311,1664267543
2022-09-27 10:32:24,1383.0311,1664267544
2022-09-27 10:32:25,1383.0311,1664267545
2022-09-27 10:32:26,1383.0311,1664267546
2022-09-27 10:32:27,1383.0311,1664267547
2022-09-27 10:32:28,1383.0311,1664267548
2022-09-27 10:32:29,1383.0311,1664267549
2022-09-27 10:32:30,1383.0311,1664267550
2022-09-27 10:32:31,1383.0311,1664267551
2022-09-27 10:32:32,1383.0311,1664267552
2022-09-27 10:32:33,1383.0311,1664267553
2022-09-27 10:32:34,1383.0311,1664267554
2022-09-27 10:32:35,1383.0311,1664267555
2022-09-27 10:32:36,1383.0311,1664267556
2022-09-27 10:32:37,1383.0311,1664267557
2022-09-27 10:32:38,1383.0311,1664267558
2022-09-27 10:32:39,1383.0311,1664267559
