timeStamp,from,input,unixtime
2022-09-27 10:36:29,0x4f8d777245ba00dfb7492e81866071eeac4d45a9,50.5375647042977,1664267789
2022-09-27 10:39:59,0xf25d83d38d8760303194ae76b112bcf17c46c7d0,64.32825811131316,1664267999
2022-09-27 10:42:14,0xabc7ce7ad9f239543c10b85375a04b3a7012ef88,50.0,1664268134
2022-09-27 10:42:14,0x374cb27a8753520bb153906a0a34cc823cea3c3e,107.0,1664268134
2022-09-27 10:42:14,0xaf10938052e4cb71dcd7c0ece0294c42139c93d8,82.44609770594626,1664268134
2022-09-27 10:43:45,0x374cb27a8753520bb153906a0a34cc823cea3c3e,-106.33054027501,1664268225
2022-09-27 10:48:00,0xabc7ce7ad9f239543c10b85375a04b3a7012ef88,95.82673036979725,1664268480
2022-09-27 10:52:15,0xefbee49244701f596e49fb649b46a8853f085020,104.04263279497096,1664268735
2022-09-27 10:52:45,0x2a2b7015c8b308aa45cb4d6a5fee46770d92ce1a,648.0214668752579,1664268765
2022-09-27 10:53:46,0x2f1008585a62039cd46321c9e355102b669f757f,100.55209317995251,1664268826
2022-09-27 10:54:31,0x69715b5f9fcf662fb6a0a31f1d31e29bcf05ee94,100.21083281975513,1664268871
2022-09-27 10:59:19,0x7ac694007f853cfc1b549b150e8c2245d086b889,103.60525978455216,1664269159
2022-09-27 11:02:04,0xab5f5f437b7dd26e2117bc116311d269034a6a61,50.523663083790844,1664269324
2022-09-27 11:05:49,0xcee6663d36a541e10fbd6a69c18d27be63b7bf88,100.1815861225974,1664269549
2022-09-27 11:09:52,0x03aed83c93605e7a47c7751736c583ef91e26905,106.62178389246142,1664269792
2022-09-27 11:10:38,0x20f605cb19116916905b528dea5ee9747da92965,53.0,1664269838
2022-09-27 11:11:24,0xd0013136b2f089de18d796caabe5d63062233f80,61.818660689216465,1664269884
2022-09-27 11:12:26,0x07245b960068ea1f61aa8c8799bd11986402af40,51.0,1664269946
2022-09-27 11:13:11,0xf6f68416bde3870b7e4a55fd6fb97cc2e4df10f0,66.07136833886402,1664269991
2022-09-27 11:15:12,0xc91e6ec07666178b1c1d761848dc5039029ae872,105.8834978122258,1664270112
2022-09-27 11:15:57,0xc3b0121a0e0fe2a814ccdcda0ba1065666f79413,112.62495530081007,1664270157
2022-09-27 11:17:14,0x95d37243942e34c0280210decf22d6b5285c709d,100.56580036830098,1664270234
2022-09-27 11:17:59,0x89467f8500ed94ec1fe77269fe163f6947dce81b,100.58972166933647,1664270279
2022-09-27 11:20:29,0xab5f5f437b7dd26e2117bc116311d269034a6a61,57.43650202389625,1664270429
2022-09-27 11:23:32,0xee03a69a2c787d9a560172176524b4409723ccb4,104.0,1664270612
2022-09-27 11:24:48,0x1213a46dd9ad97338385c462a133dec6786cb685,50.530701593112205,1664270688
2022-09-27 11:26:04,0xe3933a68c04a685a6088b207e226482f23d13ca0,108.98834345720908,1664270764
2022-09-27 11:27:49,0xa59214122184e775c7ec832ef00b1817c257ce89,117.54494124320902,1664270869
2022-09-27 11:30:50,0xb5e9b7b190aded1cb6b4990e038231b5334814e8,50.59663120801795,1664271050
2022-09-27 11:31:35,0xc51fc2a9f96eac8ed4ab950e6a21b59d034415cf,51.0,1664271095
2022-09-27 11:32:51,0xde8207fecfccb0eb6ac1f40ee5d6d0cc2d9a723d,50.530659082170914,1664271171
2022-09-27 11:34:21,0x464210fcc4c2a660dd21a18041badee10e8a260c,101.06740996720816,1664271261
2022-09-27 11:34:36,0xc469f3e6a9351ce0b935b5c6d7bd97a2077b4ec3,102.4202385594973,1664271276
2022-09-27 11:39:41,0xf6e28e1a9e75a82025ec1c76dab702b47ee499e0,102.8937853883294,1664271581
2022-09-27 11:40:11,0x86e6034c0eb6ec8d323c709c345b36219f3d3261,50.53656472147219,1664271611
2022-09-27 11:42:41,0xfe57e89e484d5a209f247b32811d46cfb9864940,54.0,1664271761
2022-09-27 11:44:11,0x9484b99a8e20eca1b0dafacb08cc337ccf908d5d,97.0,1664271851
2022-09-27 11:44:26,0x6836da8b7d807506fb111343005e0fab401efed7,113.43177032737192,1664271866
2022-09-27 11:45:11,0x1a4b4fef9480134661678143d1c7b759cbee8ed7,108.57661549006451,1664271911
2022-09-27 11:46:41,0x9b3e54ca6234de869b9bc385df6f8cb104d28080,123.97933530253616,1664272001
2022-09-27 11:48:43,0x6fcccb3469b18ceeb0e3fd5537ae6768c3183b37,101.52807785738858,1664272123
2022-09-27 11:48:58,0x81c58302ef10f692b05197cd4622d3037c345a03,50.532151840183175,1664272138
2022-09-27 11:50:13,0x1598c1f14d4563d0f2a27d9c125e43e73bac3e55,104.04343581510128,1664272213
2022-09-27 11:51:43,0x2fe150f6fcf11c80e8598e270c2b7682899b1344,64.25958965836699,1664272303
2022-09-27 11:56:00,0x805b066bad79cebfd31461fe42ab016de6b2b610,109.40919446267141,1664272560
2022-09-27 11:57:46,0xe6ffd6af79cc225b0f6d0fe584968ab4b395ecde,59.44747081324813,1664272666
2022-09-27 11:58:46,0xe7fe7958cbecf15bae78b1f5be661f7796c4f9bb,99.75871581252271,1664272726
2022-09-27 12:03:38,0x7d93e921bf581b8d7b9c68fcb220be9666cef673,101.09205812269155,1664273018
2022-09-27 12:04:09,0xf7f3c1e696a1080daeb1d50e38ebbceeb06d0805,101.06959780921704,1664273049
2022-09-27 12:04:24,0xd50e707af65d3bbd3650f6a3632904af9a485de4,60.0,1664273064
2022-09-27 12:05:25,0x6c7e0706ef19504793f2f430e0b013a4a5b854a3,50.530337801110015,1664273125
2022-09-27 12:06:10,0x2b002fb9e7fe147e284c951f82d2569959b5aae4,123.77315817784763,1664273170
2022-09-27 12:09:57,0x7f69eec4a308381e9d1a8a030c0d19b0bfe5ce16,50.536257003821916,1664273397
2022-09-27 12:10:43,0xe561052a023b3653eb1917946255b05053382cad,65.47263979563178,1664273443
2022-09-27 12:13:47,0x017592bb4c697fdcf2686ddd7103be7343fd914b,51.525802407205965,1664273627
2022-09-27 12:14:02,0xf0ae4e2488ec9e121c649b53ddf9128d23ef6cfc,110.0,1664273642
2022-09-27 12:14:17,0x42582ef5ac9797c7970df3a579de392f83217c33,65.10057458984619,1664273657
2022-09-27 12:14:47,0xb0e939b1feda50b1c5502d5ee4fa115c5efb0fa7,121.999187025171,1664273687
2022-09-27 12:25:39,0x78fb8b2fd28c1f34cc6bc15813cacccc5d8c5454,50.529660306339046,1664274339
2022-09-27 12:25:39,0x5f3582b06b6697fd64e791ab7ace882fe66bc835,111.19059876858056,1664274339
