"Column_1","Column_2","Column_3"
-9.345909582385229E-4,"2022-10-07 20:04:57","2022-10-07 20:04:57"
-1.3225343748658343E-4,"2022-10-07 20:05:12","2022-10-07 20:05:12"
-2.6450687497316686E-4,"2022-10-07 20:05:42","2022-10-07 20:05:42"
-3.966397186525182E-4,"2022-10-07 20:06:27","2022-10-07 20:06:27"
-2.6448308632546905E-4,"2022-10-07 20:06:57","2022-10-07 20:06:57"
-1.3224154316273453E-4,"2022-10-07 20:07:12","2022-10-07 20:07:12"
-2.641675318470315E-4,"2022-10-07 20:07:42","2022-10-07 20:07:42"
-1.3208376592351576E-4,"2022-10-07 20:07:57","2022-10-07 20:07:57"
-2.729976644410845E-4,"2022-10-07 20:08:28","2022-10-07 20:08:28"
-0.0022932886751483254,"2022-10-07 20:12:48","2022-10-07 20:12:48"
-1.4112545693220464E-4,"2022-10-07 20:13:04","2022-10-07 20:13:04"
-3.9689511358015887E-4,"2022-10-07 20:13:49","2022-10-07 20:13:49"
-2.7309008404875366E-4,"2022-10-07 20:14:20","2022-10-07 20:14:20"
-0.0014975145759480747,"2022-10-07 20:17:10","2022-10-07 20:17:10"
-1.3253470255837664E-4,"2022-10-07 20:17:25","2022-10-07 20:17:25"
-2.650520979165426E-4,"2022-10-07 20:17:55","2022-10-07 20:17:55"
-3.9789986835945087E-4,"2022-10-07 20:18:40","2022-10-07 20:18:40"
-4.06810029260121E-4,"2022-10-07 20:19:26","2022-10-07 20:19:26"
-8.13620058520242E-4,"2022-10-07 20:20:58","2022-10-07 20:20:58"
-6.965179091089564E-4,"2022-10-07 20:22:17","2022-10-07 20:22:17"
-1.3224227514780038E-4,"2022-10-07 20:22:32","2022-10-07 20:22:32"
-3.966858916032781E-4,"2022-10-07 20:23:17","2022-10-07 20:23:17"
-1.3222863053442604E-4,"2022-10-07 20:23:32","2022-10-07 20:23:32"
-1.4105601487198857E-4,"2022-10-07 20:23:48","2022-10-07 20:23:48"
-0.0013487320314511458,"2022-10-07 20:26:21","2022-10-07 20:26:21"
-6.611431526721301E-4,"2022-10-07 20:27:36","2022-10-07 20:27:36"
-9.432308978122391E-4,"2022-10-07 20:29:23","2022-10-07 20:29:23"
-1.3224227514780038E-4,"2022-10-07 20:29:38","2022-10-07 20:29:38"
-3.9672682544340105E-4,"2022-10-07 20:30:23","2022-10-07 20:30:23"
-2.644690929662052E-4,"2022-10-07 20:30:53","2022-10-07 20:30:53"
-0.0015849390828688126,"2022-10-07 20:33:54","2022-10-07 20:33:54"
-0.0022565335797351985,"2022-10-07 20:38:10","2022-10-07 20:38:10"
-0.001480850161701224,"2022-10-07 20:40:58","2022-10-07 20:40:58"
-1.3222666228854285E-4,"2022-10-07 20:41:13","2022-10-07 20:41:13"
-1.322187644376093E-4,"2022-10-07 20:41:28","2022-10-07 20:41:28"
-0.0012291356570003724,"2022-10-07 20:43:47","2022-10-07 20:43:47"
-0.0018658102419214287,"2022-10-07 20:47:18","2022-10-07 20:47:18"
-2.8296648218713614E-4,"2022-10-07 20:47:50","2022-10-07 20:47:50"
-0.0017243270008278605,"2022-10-07 20:51:05","2022-10-07 20:51:05"
-0.0013529334929572446,"2022-10-07 20:53:38","2022-10-07 20:53:38"
-4.0676431814400815E-4,"2022-10-07 20:54:24","2022-10-07 20:54:24"
-1.3263248086897004E-4,"2022-10-07 20:54:39","2022-10-07 20:54:39"
-3.979216155756602E-4,"2022-10-07 20:55:24","2022-10-07 20:55:24"
-0.0017685405136696009,"2022-10-07 20:58:44","2022-10-07 20:58:44"
-0.0012202929544320245,"2022-10-07 21:01:02","2022-10-07 21:01:02"
-0.001346805644783523,"2022-10-07 21:03:34","2022-10-07 21:03:34"
-2.833720663233261E-4,"2022-10-07 21:04:06","2022-10-07 21:04:06"
-1.328306560890591E-4,"2022-10-07 21:04:21","2022-10-07 21:04:21"
-3.9849196826717727E-4,"2022-10-07 21:05:06","2022-10-07 21:05:06"
-2.7453271883525143E-4,"2022-10-07 21:05:37","2022-10-07 21:05:37"
-5.578887555740482E-4,"2022-10-07 21:06:40","2022-10-07 21:06:40"
-0.0019039060706098473,"2022-10-07 21:10:15","2022-10-07 21:10:15"
-0.001487703348197462,"2022-10-07 21:13:03","2022-10-07 21:13:03"
-7.69337894867688E-4,"2022-10-07 21:14:33","2022-10-07 21:14:33"
-4.0176534509757037E-4,"2022-10-07 21:15:20","2022-10-07 21:15:20"
-1.3751213242809486E-4,"2022-10-07 21:15:36","2022-10-07 21:15:36"
-1.2891762415133892E-4,"2022-10-07 21:15:51","2022-10-07 21:15:51"
-6.445881207566945E-4,"2022-10-07 21:17:06","2022-10-07 21:17:06"
-2.7502426485618973E-4,"2022-10-07 21:17:38","2022-10-07 21:17:38"
-6.875606621404742E-4,"2022-10-07 21:18:58","2022-10-07 21:18:58"
-5.328175726307012E-4,"2022-10-07 21:20:00","2022-10-07 21:20:00"
-2.7498459700851807E-4,"2022-10-07 21:20:32","2022-10-07 21:20:32"
-4.2107016416929324E-4,"2022-10-07 21:21:21","2022-10-07 21:21:21"
-1.2868790964588783E-4,"2022-10-07 21:21:36","2022-10-07 21:21:36"
-1.2868790964588783E-4,"2022-10-07 21:21:51","2022-10-07 21:21:51"
-1.2864842187727452E-4,"2022-10-07 21:22:06","2022-10-07 21:22:06"
-2.7451564894295105E-4,"2022-10-07 21:22:38","2022-10-07 21:22:38"
-2.573584208840166E-4,"2022-10-07 21:23:08","2022-10-07 21:23:08"
-1.286653002489242E-4,"2022-10-07 21:23:23","2022-10-07 21:23:23"
-1.286653002489242E-4,"2022-10-07 21:23:38","2022-10-07 21:23:38"
-6.434192920055898E-4,"2022-10-07 21:24:53","2022-10-07 21:24:53"
-5.233799244566209E-4,"2022-10-07 21:25:54","2022-10-07 21:25:54"
-1.2868385840111797E-4,"2022-10-07 21:26:09","2022-10-07 21:26:09"
-0.0018702054087629141,"2022-10-07 21:29:47","2022-10-07 21:29:47"
-3.860009400884048E-4,"2022-10-07 21:30:32","2022-10-07 21:30:32"
-0.004873651302111541,"2022-10-07 21:40:02","2022-10-07 21:40:02"
-5.215661919803578E-4,"2022-10-07 21:41:03","2022-10-07 21:41:03"
-2.745440055820956E-4,"2022-10-07 21:41:35","2022-10-07 21:41:35"
-1.3726372306379657E-4,"2022-10-07 21:41:51","2022-10-07 21:41:51"
-1.3727215589676823E-4,"2022-10-07 21:42:07","2022-10-07 21:42:07"
-4.1179116919138974E-4,"2022-10-07 21:42:55","2022-10-07 21:42:55"
-0.0016900595902229953,"2022-10-07 21:46:12","2022-10-07 21:46:12"
-6.520026845530338E-4,"2022-10-07 21:47:28","2022-10-07 21:47:28"
-1.2869250187511337E-4,"2022-10-07 21:47:43","2022-10-07 21:47:43"
-1.2868474037230928E-4,"2022-10-07 21:47:58","2022-10-07 21:47:58"
-9.179511479891396E-4,"2022-10-07 21:49:45","2022-10-07 21:49:45"
-0.0036153536480274563,"2022-10-07 21:56:45","2022-10-07 21:56:45"
-5.250870774516067E-4,"2022-10-07 21:57:46","2022-10-07 21:57:46"
-1.4634676290983903E-4,"2022-10-07 21:58:03","2022-10-07 21:58:03"
-2.582395462876755E-4,"2022-10-07 21:58:33","2022-10-07 21:58:33"
-1.3772775802009358E-4,"2022-10-07 21:58:49","2022-10-07 21:58:49"
