timeStamp,from,input,unixtime
2022-10-07 20:05:42,0x41ec28eceb137789032b2b505a57c1da829934cd,-0.3960067487980218,1665165942
2022-10-07 20:06:27,0xd8c84eac995150662cc052e6ac76ec184fcf1122,0.3940702975914964,1665165987
2022-10-07 20:07:12,0x41ec28eceb137789032b2b505a57c1da829934cd,-1.5543298525381113,1665166032
2022-10-07 20:08:28,0x60c56ef505b8c9d7ac1c7f180a9006a5ea3c3875,0.11325797902462229,1665166108
2022-10-07 20:13:04,0x41ec28eceb137789032b2b505a57c1da829934cd,-0.06644468102777841,1665166384
2022-10-07 20:13:49,0xeba3cf537da3a0abe5c11e81bb1fc64be1dbd72d,0.07852553212373813,1665166429
2022-10-07 20:14:20,0x41ec28eceb137789032b2b505a57c1da829934cd,-0.06632607711960839,1665166460
2022-10-07 20:17:25,0x41ec28eceb137789032b2b505a57c1da829934cd,-0.08509903049088262,1665166645
2022-10-07 20:22:32,0xc98665dbb9520b073474bd1b9e64d285c5feb13a,-0.13459150449734375,1665166952
2022-10-07 20:23:32,0x0b2d037a118e7dfe0493ad0a82fe4b333a5a6cec,0.11228680326118906,1665167012
2022-10-07 20:30:23,0xcc8fab26838075ffb5400e7b96fd8206439fc770,-0.07623613662729417,1665167423
2022-10-07 20:33:54,0x891f1d4dd7d4b3bf1be6a3afcb5bbaadbea6320d,-1.0,1665167634
2022-10-07 20:40:58,0xfe76fdd525ad63bfdc1b0601bfba37c6a8063a33,0.07785912213570334,1665168058
2022-10-07 20:54:24,0xf109f3b3a73b8201dfa53ad0039e893c163208f3,-0.07918193746889281,1665168864
2022-10-07 21:01:02,0xf5b4c93a02b7264f5bcf6443cdc70728ced257c8,0.7633978510272038,1665169262
2022-10-07 21:05:06,0x5cd4d14d5f586b8d9c944c8567b2c025f4729822,0.0761109562098251,1665169506
2022-10-07 21:13:03,0xd0e72c1b2eb87e3dc0445b7f689cadcfc872b293,-45.21442943157926,1665169983
2022-10-07 21:18:58,0x4095f2b8dc6a18ce295699b0ab6ca16980881e48,0.08289312062456199,1665170338
2022-10-07 21:18:58,0xa88434099e52ca04aac76e58997720efa98946e3,-0.18246319048013426,1665170338
2022-10-07 21:21:21,0x25a75d23aa1e640f78a2160d6599fa20dadb6673,0.3882425454265789,1665170481
2022-10-07 21:22:06,0x73c0124a6d5b6f340fdf1c2a2a66dc611a114cdb,0.13676459724135104,1665170526
2022-10-07 21:22:06,0xc269621442e128dccd7b3b4128afedcee76f0a10,0.16594763902959953,1665170526
2022-10-07 21:24:53,0xfa026aed61a440e26dd3e189eebf1ba1c6a1d0e1,0.15852107044916952,1665170693
2022-10-07 21:41:03,0x435d821ee5b346850545cb18443ca9808a9d47d0,0.0763076179179353,1665171663
2022-10-07 21:41:51,0xdbdbd22ca1c4494c214b69322cb19c756d4d0bc8,0.07771867077747624,1665171711
2022-10-07 21:47:28,0xbec581222c2d3f615dee69df73489061cb5bea83,0.07630032857825783,1665172048
2022-10-07 21:57:46,0x4b00a0a28184bab59b2d057c365a9642218d76ae,0.09526631127725244,1665172666
