DateHuman,price,dateUnix
2022-10-07 20:03:11,1324.41,1665165791
2022-10-07 20:03:12,1324.41,1665165792
2022-10-07 20:03:13,1324.41,1665165793
2022-10-07 20:03:14,1324.41,1665165794
2022-10-07 20:03:15,1324.41,1665165795
2022-10-07 20:03:16,1324.41,1665165796
2022-10-07 20:03:17,1324.41,1665165797
2022-10-07 20:03:18,1324.41,1665165798
2022-10-07 20:03:19,1324.41,1665165799
2022-10-07 20:03:20,1324.41,1665165800
2022-10-07 20:03:21,1324.41,1665165801
2022-10-07 20:03:22,1324.41,1665165802
2022-10-07 20:03:23,1324.41,1665165803
2022-10-07 20:03:24,1324.41,1665165804
2022-10-07 20:03:25,1324.41,1665165805
2022-10-07 20:03:26,1324.41,1665165806
2022-10-07 20:03:27,1324.41,1665165807
2022-10-07 20:03:28,1324.41,1665165808
2022-10-07 20:03:29,1324.41,1665165809
2022-10-07 20:03:30,1324.41,1665165810
2022-10-07 20:03:31,1324.41,1665165811
2022-10-07 20:03:32,1324.41,1665165812
2022-10-07 20:03:33,1324.41,1665165813
2022-10-07 20:03:34,1324.41,1665165814
2022-10-07 20:03:35,1324.41,1665165815
2022-10-07 20:03:36,1324.41,1665165816
2022-10-07 20:03:37,1324.41,1665165817
2022-10-07 20:03:38,1324.41,1665165818
2022-10-07 20:03:39,1324.41,1665165819
2022-10-07 20:03:40,1324.41,1665165820
2022-10-07 20:03:41,1324.41,1665165821
2022-10-07 20:03:42,1324.41,1665165822
2022-10-07 20:03:43,1324.41,1665165823
2022-10-07 20:03:44,1324.41,1665165824
2022-10-07 20:03:45,1324.41,1665165825
2022-10-07 20:03:46,1324.41,1665165826
2022-10-07 20:03:47,1324.41,1665165827
2022-10-07 20:03:48,1324.41,1665165828
2022-10-07 20:03:49,1324.41,1665165829
2022-10-07 20:03:50,1324.41,1665165830
2022-10-07 20:03:51,1324.41,1665165831
2022-10-07 20:03:52,1324.41,1665165832
2022-10-07 20:03:53,1324.41,1665165833
2022-10-07 20:03:54,1324.41,1665165834
2022-10-07 20:03:55,1324.41,1665165835
2022-10-07 20:03:56,1324.41,1665165836
2022-10-07 20:03:57,1324.41,1665165837
2022-10-07 20:03:58,1324.41,1665165838
2022-10-07 20:03:59,1324.41,1665165839
2022-10-07 20:04:00,1324.41,1665165840
2022-10-07 20:04:01,1324.41,1665165841
2022-10-07 20:04:02,1324.41,1665165842
2022-10-07 20:04:03,1324.41,1665165843
2022-10-07 20:04:04,1324.41,1665165844
2022-10-07 20:04:05,1324.41,1665165845
2022-10-07 20:04:06,1324.41,1665165846
2022-10-07 20:04:07,1324.41,1665165847
2022-10-07 20:04:08,1324.41,1665165848
2022-10-07 20:04:09,1324.41,1665165849
2022-10-07 20:04:10,1324.41,1665165850
2022-10-07 20:04:11,1324.41,1665165851
2022-10-07 20:04:12,1324.41,1665165852
2022-10-07 20:04:13,1324.41,1665165853
2022-10-07 20:04:14,1324.41,1665165854
2022-10-07 20:04:15,1324.41,1665165855
2022-10-07 20:04:16,1324.41,1665165856
2022-10-07 20:04:17,1324.41,1665165857
2022-10-07 20:04:18,1324.41,1665165858
2022-10-07 20:04:19,1324.41,1665165859
2022-10-07 20:04:20,1324.41,1665165860
2022-10-07 20:04:21,1324.41,1665165861
2022-10-07 20:04:22,1324.41,1665165862
2022-10-07 20:04:23,1324.41,1665165863
2022-10-07 20:04:24,1324.41,1665165864
2022-10-07 20:04:25,1324.41,1665165865
2022-10-07 20:04:26,1324.41,1665165866
2022-10-07 20:04:27,1324.41,1665165867
