timeStamp,unixtime,input
2022-10-07 20:03:11,1665165791,0.0
2022-10-07 20:04:57,1665165897,0.0
2022-10-07 20:05:12,1665165912,0.0
2022-10-07 20:05:42,1665165942,-0.3960067487980218
2022-10-07 20:06:27,1665165987,0.3940702975914964
2022-10-07 20:06:27,1665165987,-0.11523952883777153
2022-10-07 20:06:57,1665166017,0.0
2022-10-07 20:07:12,1665166032,-1.5543298525381113
2022-10-07 20:07:42,1665166062,0.0
2022-10-07 20:07:57,1665166077,0.1170167518483237
2022-10-07 20:08:28,1665166108,1.9503366013361332
2022-10-07 20:08:28,1665166108,0.11325797902462229
2022-10-07 20:08:28,1665166108,0.0
2022-10-07 20:12:48,1665166368,0.0
2022-10-07 20:13:04,1665166384,-0.06644468102777841
2022-10-07 20:13:49,1665166429,0.07852553212373813
2022-10-07 20:14:20,1665166460,-0.06632607711960839
2022-10-07 20:17:10,1665166630,0.0
2022-10-07 20:17:25,1665166645,-0.08509903049088262
2022-10-07 20:17:55,1665166675,1.054597165624012
2022-10-07 20:18:40,1665166720,0.0
2022-10-07 20:18:40,1665166720,0.21786978863826942
2022-10-07 20:19:26,1665166766,0.0
2022-10-07 20:20:58,1665166858,0.0
2022-10-07 20:22:17,1665166937,-0.07852553212373813
2022-10-07 20:22:32,1665166952,-0.13459150449734375
2022-10-07 20:22:32,1665166952,0.0
2022-10-07 20:23:17,1665166997,0.0
2022-10-07 20:23:32,1665167012,0.11228680326118906
2022-10-07 20:23:48,1665167028,-0.11228680326118906
2022-10-07 20:26:21,1665167181,0.0
2022-10-07 20:27:36,1665167256,0.0
2022-10-07 20:29:23,1665167363,0.13459150449734375
2022-10-07 20:29:38,1665167378,0.0
2022-10-07 20:30:23,1665167423,-0.07623613662729417
2022-10-07 20:30:53,1665167453,0.07623613662729417
2022-10-07 20:33:54,1665167634,-1.0
2022-10-07 20:38:10,1665167890,0.0
2022-10-07 20:40:58,1665168058,0.07785912213570334
2022-10-07 20:40:58,1665168058,0.0
2022-10-07 20:41:13,1665168073,-0.07785912213570334
2022-10-07 20:41:28,1665168088,0.0
2022-10-07 20:43:47,1665168227,0.0
2022-10-07 20:47:18,1665168438,0.0
2022-10-07 20:47:50,1665168470,0.0
2022-10-07 20:51:05,1665168665,0.0
2022-10-07 20:53:38,1665168818,0.0
2022-10-07 20:54:24,1665168864,-0.07918193746889281
2022-10-07 20:54:39,1665168879,0.07918193746889281
2022-10-07 20:55:24,1665168924,0.0
2022-10-07 20:58:44,1665169124,0.0
2022-10-07 21:01:02,1665169262,0.7633978510272038
2022-10-07 21:03:34,1665169414,-0.7633978510272038
2022-10-07 21:04:06,1665169446,0.0
2022-10-07 21:04:21,1665169461,0.0
2022-10-07 21:05:06,1665169506,0.0761109562098251
2022-10-07 21:05:37,1665169537,-0.0761109562098251
2022-10-07 21:06:40,1665169600,0.0
2022-10-07 21:10:15,1665169815,0.0
2022-10-07 21:13:03,1665169983,-45.21442943157926
2022-10-07 21:14:33,1665170073,0.0
2022-10-07 21:15:20,1665170120,6.816417474976964
2022-10-07 21:15:36,1665170136,0.0
2022-10-07 21:15:51,1665170151,0.0
2022-10-07 21:17:06,1665170226,0.0
2022-10-07 21:17:38,1665170258,0.0
2022-10-07 21:18:58,1665170338,-0.18246319048013426
2022-10-07 21:18:58,1665170338,0.08289312062456199
2022-10-07 21:20:00,1665170400,-0.08289312062456199
2022-10-07 21:20:00,1665170400,0.0
2022-10-07 21:20:32,1665170432,0.0
2022-10-07 21:21:21,1665170481,0.3882425454265789
2022-10-07 21:21:36,1665170496,0.0
2022-10-07 21:21:51,1665170511,-0.3882425454265789
2022-10-07 21:22:06,1665170526,0.16594763902959953
2022-10-07 21:22:06,1665170526,0.13676459724135104
2022-10-07 21:22:38,1665170558,0.0
2022-10-07 21:23:08,1665170588,-0.13676459724135104
2022-10-07 21:23:23,1665170603,0.0
2022-10-07 21:23:38,1665170618,0.18246319048013426
2022-10-07 21:24:53,1665170693,0.15852107044916952
2022-10-07 21:25:54,1665170754,-0.15852107044916952
2022-10-07 21:26:09,1665170769,0.0
2022-10-07 21:29:47,1665170987,-0.16594763902959953
2022-10-07 21:30:32,1665171032,0.0
2022-10-07 21:40:02,1665171602,0.0
2022-10-07 21:41:03,1665171663,0.0763076179179353
2022-10-07 21:41:03,1665171663,0.0
2022-10-07 21:41:35,1665171695,-0.0763076179179353
2022-10-07 21:41:51,1665171711,0.07771867077747624
2022-10-07 21:42:07,1665171727,-0.07771867077747624
2022-10-07 21:42:55,1665171775,0.0
2022-10-07 21:46:12,1665171972,0.0
2022-10-07 21:47:28,1665172048,0.07630032857825783
2022-10-07 21:47:43,1665172063,-0.07630032857825783
2022-10-07 21:47:58,1665172078,0.0
2022-10-07 21:49:45,1665172185,0.0
2022-10-07 21:56:45,1665172605,0.0
2022-10-07 21:57:46,1665172666,0.09526631127725244
2022-10-07 21:58:03,1665172683,-0.09526631127725244
2022-10-07 21:58:33,1665172713,0.0
2022-10-07 21:58:49,1665172729,0.0
