timeStamp,unixtime,input
2022-10-12 16:03:32,1665583412,0.40431266846361186
2022-10-12 16:04:02,1665583442,0.0
2022-10-12 16:07:08,1665583628,0.0
2022-10-12 16:07:53,1665583673,0.0
2022-10-12 16:08:08,1665583688,-0.0913902748669433
2022-10-12 16:08:40,1665583720,0.0913902748669433
2022-10-12 16:08:55,1665583735,-0.4092934194609363
2022-10-12 16:08:55,1665583735,0.0
2022-10-12 16:11:57,1665583917,0.0
2022-10-12 16:12:27,1665583947,-0.11951282671267383
2022-10-12 16:13:57,1665584037,0.0
2022-10-12 16:14:29,1665584069,0.0
2022-10-12 16:15:47,1665584147,-0.07856576333680859
2022-10-12 16:16:51,1665584211,0.07856576333680859
2022-10-12 16:18:21,1665584301,0.4092934194609363
2022-10-12 16:19:21,1665584361,0.0
2022-10-12 16:21:22,1665584482,0.0
2022-10-12 16:24:37,1665584677,0.11951282671267383
2022-10-12 16:25:39,1665584739,0.0
2022-10-12 16:31:58,1665585118,0.0
2022-10-12 16:32:58,1665585178,0.1179660856479208
2022-10-12 16:35:15,1665585315,-0.1179660856479208
2022-10-12 16:35:45,1665585345,0.0
2022-10-12 16:38:15,1665585495,0.0
2022-10-12 16:39:01,1665585541,0.13039072008239028
2022-10-12 16:39:31,1665585571,-0.13039072008239028
2022-10-12 16:40:01,1665585601,0.0
2022-10-12 16:40:01,1665585601,-29.73207226262289
2022-10-12 16:40:16,1665585616,0.09689344696398706
2022-10-12 16:40:31,1665585631,-0.09689344696398706
2022-10-12 16:42:01,1665585721,0.0
2022-10-12 16:45:46,1665585946,0.0
2022-10-12 16:47:16,1665586036,-0.09266695496385989
2022-10-12 16:48:31,1665586111,0.09266695496385989
2022-10-12 16:48:46,1665586126,0.0
2022-10-12 16:50:01,1665586201,0.0
2022-10-12 16:50:31,1665586231,0.7866188808569995
2022-10-12 16:50:46,1665586246,0.07799468709458207
2022-10-12 16:51:01,1665586261,-0.07799468709458207
2022-10-12 16:51:16,1665586276,0.0
2022-10-12 16:51:47,1665586307,0.0
2022-10-12 16:53:17,1665586397,-0.07799468709458207
2022-10-12 16:54:17,1665586457,0.07799468709458207
2022-10-12 16:58:33,1665586713,0.0
2022-10-12 16:59:48,1665586788,0.07787294897301772
2022-10-12 17:00:18,1665586818,-0.07787294897301772
2022-10-12 17:00:33,1665586833,0.0
2022-10-12 17:03:33,1665587013,0.0
2022-10-12 17:04:48,1665587088,0.09058682282588103
2022-10-12 17:05:33,1665587133,-0.09058682282588103
2022-10-12 17:05:33,1665587133,0.0
2022-10-12 17:06:03,1665587163,0.07787294897301772
2022-10-12 17:06:18,1665587178,0.0
2022-10-12 17:06:18,1665587178,-0.07787294897301772
2022-10-12 17:06:33,1665587193,0.0
2022-10-12 17:06:48,1665587208,0.0
2022-10-12 17:07:03,1665587223,0.08327008405035558
2022-10-12 17:07:18,1665587238,0.0
2022-10-12 17:07:33,1665587253,-0.08327008405035558
2022-10-12 17:07:48,1665587268,0.4827138246280734
2022-10-12 17:08:03,1665587283,0.0
2022-10-12 17:08:33,1665587313,0.0
2022-10-12 17:10:03,1665587403,-0.4827138246280734
2022-10-12 17:11:48,1665587508,0.0
2022-10-12 17:12:18,1665587538,0.0
2022-10-12 17:13:48,1665587628,2.775669468345186
2022-10-12 17:14:18,1665587658,0.0
2022-10-12 17:14:48,1665587688,0.078259246470716
2022-10-12 17:15:03,1665587703,0.0
2022-10-12 17:15:33,1665587733,0.1974459832004245
2022-10-12 17:15:48,1665587748,0.0
2022-10-12 17:16:03,1665587763,0.11559007229234301
2022-10-12 17:16:18,1665587778,0.0
2022-10-12 17:16:48,1665587808,0.785003069562172
2022-10-12 17:16:48,1665587808,0.07860124915879325
2022-10-12 17:17:03,1665587823,-0.07860124915879325
2022-10-12 17:17:18,1665587838,0.0
2022-10-12 17:17:33,1665587853,-0.785003069562172
2022-10-12 17:18:03,1665587883,-0.1974459832004245
2022-10-12 17:18:49,1665587929,-0.078259246470716
2022-10-12 17:18:49,1665587929,0.0
2022-10-12 17:19:20,1665587960,0.0
2022-10-12 17:22:06,1665588126,-0.11559007229234301
2022-10-12 17:22:21,1665588141,0.0
2022-10-12 17:24:07,1665588247,0.0
2022-10-12 17:24:07,1665588247,-25.0
2022-10-12 17:24:37,1665588277,-0.6255946590481541
2022-10-12 17:27:40,1665588460,0.0
2022-10-12 17:28:25,1665588505,0.0
2022-10-12 17:29:40,1665588580,-2.0997589025057195
2022-10-12 17:30:11,1665588611,0.08486475643814902
2022-10-12 17:31:26,1665588686,2.0997589025057195
2022-10-12 17:31:56,1665588716,0.0
2022-10-12 17:34:11,1665588851,0.0
2022-10-12 17:35:12,1665588912,0.0
2022-10-12 17:35:28,1665588928,0.0
2022-10-12 17:35:58,1665588958,-0.15541121957837367
2022-10-12 17:35:58,1665588958,-0.1593188458114866
2022-10-12 17:36:13,1665588973,0.0
2022-10-12 17:36:43,1665589003,0.03851397672215247
2022-10-12 17:37:28,1665589048,0.15541121957837367
2022-10-12 17:37:43,1665589063,-0.03851397672215247
2022-10-12 17:37:58,1665589078,0.0
2022-10-12 17:38:13,1665589093,0.1593188458114866
2022-10-12 17:38:13,1665589093,-0.10223450369875066
